ID_Veiculo,Marca,Modelo,Ano,Regiao,Tipo_Veiculo,Capacidade_Bateria_kWh,Saude_Bateria_%,Autonomia_km,Potencia_Carga_kW,Tempo_Carga_hr,Ciclos_Carga,Consumo_Energia_kWh_por_100km,Quilometragem_km,Velocidade_Media_kmh,Velocidade_Max_kmh,Aceleracao_0_100_kmh_seg,Temperatura_C,Tipo_Uso,CO2_Economizado_ton,Custo_Manutencao_USD,Custo_Seguro_USD,Custo_Eletricidade_USD_por_kWh,Custo_Mensal_Carga_USD,Valor_Revenda_USD
737,Chevrolet,Bolt EV,2021,Ásia,Hatchback,71.0,82.1,408.0,7.4,11.5,559,17.9,55202.0,56.8,177.7,5.0,7.3,Pessoal,9.8,887.27,760.73,0.22,39.64,17332.5
738,Volkswagen,ID.3,2023,Ásia,Caminhonete,70.3,82.0,352.0,150.0,0.6,113,19.7,14173.0,74.6,190.7,7.0,20.4,Comercial,2.92,438.71,1343.94,0.12,14.66,27697.45
739,Audi,Q4 e-tron,2021,América do Norte,Sedã,50.6,93.2,252.0,22.0,2.7,707,22.7,23507.0,56.4,132.4,4.3,35.4,Pessoal,3.82,972.65,896.42,0.18,31.15,15971.7
740,Volkswagen,ID.4,2022,América do Norte,Sedã,99.2,92.3,552.0,100.0,1.1,167,19.2,9579.0,68.7,163.8,8.3,14.9,Pessoal,1.39,1380.64,1119.43,0.12,36.83,36834.94
741,Audi,Q4 e-tron,2020,América do Norte,Sedã,103.8,93.8,616.0,150.0,0.8,580,19.9,52101.0,41.3,96.3,5.8,16.6,Comercial,11.47,671.78,468.46,0.15,42.9,24105.21
742,Volkswagen,ID.4,2022,Europa,Crossover,82.1,87.0,493.0,11.0,8.8,334,20.0,500.0,73.8,159.1,8.8,22.6,Frota,0.08,1040.91,1577.48,0.18,49.66,28204.27
743,Kia,Niro EV,2022,Ásia,SUV,78.1,95.3,433.0,100.0,0.9,468,18.1,24702.0,62.0,151.6,6.4,24.8,Frota,5.3,376.88,1077.55,0.35,77.09,27825.91
744,BMW,i4,2021,Ásia,SUV,60.3,94.7,311.0,22.0,3.1,11,16.8,72889.0,71.1,173.7,9.9,28.5,Pessoal,17.82,696.49,1335.52,0.22,22.43,16760.88
745,BMW,iX,2023,América do Norte,Sedã,72.8,96.2,410.0,100.0,0.9,286,18.2,13330.0,81.8,219.2,10.3,19.1,Pessoal,3.0,711.52,871.53,0.22,57.75,29999.66
746,Nissan,Leaf,2019,América do Norte,Hatchback,48.3,82.0,279.0,150.0,0.4,1057,16.0,81638.0,60.0,140.6,8.1,10.1,Pessoal,16.32,905.62,976.09,0.18,16.72,8112.29
747,Toyota,bZ4X,2018,Oceania,SUV,42.5,95.3,239.0,11.0,4.4,979,16.1,91905.0,42.0,130.3,6.1,23.6,Pessoal,16.0,758.12,813.58,0.35,19.39,6346.43
748,BMW,iX,2022,América do Norte,Crossover,35.3,82.8,216.0,7.4,5.9,160,19.1,6913.0,59.6,132.3,4.7,8.3,Frota,1.43,1138.77,1263.52,0.15,16.72,11851.27
749,BMW,i3,2023,Europa,SUV,73.2,85.7,365.0,22.0,3.7,74,16.6,29646.0,83.2,211.7,9.4,21.3,Pessoal,5.32,645.9,1430.1,0.12,19.4,26422.99
750,Hyundai,Ioniq 5,2019,Europa,Crossover,37.4,85.6,193.0,250.0,0.3,762,23.5,58018.0,67.5,153.6,6.8,18.8,Pessoal,12.91,1019.25,799.53,0.28,29.24,6488.7
751,Hyundai,Ioniq 5,2020,Europa,SUV,55.0,79.0,333.0,22.0,2.4,665,18.4,59888.0,49.0,114.6,7.1,18.5,Pessoal,11.93,848.43,1255.97,0.22,35.12,11610.92
752,Nissan,Leaf,2018,América do Norte,Hatchback,63.8,73.1,304.0,100.0,0.7,945,22.1,57219.0,62.1,150.0,6.0,17.2,Pessoal,10.95,476.38,1102.04,0.15,21.24,7554.48
753,Toyota,Prius Prime,2020,América do Norte,Crossover,84.9,96.8,444.0,250.0,0.4,575,14.3,97936.0,72.3,185.2,3.5,28.0,Comercial,17.77,200.0,1277.65,0.15,15.68,19562.27
754,Chevrolet,Bolt EUV,2022,América do Norte,SUV,53.4,81.4,274.0,250.0,0.3,324,14.4,5689.0,63.1,172.9,9.7,24.2,Pessoal,0.94,844.0,840.62,0.15,17.68,17277.6
755,Hyundai,Ioniq 5,2021,Europa,Crossover,87.3,84.8,412.0,50.0,2.2,10,17.7,77557.0,62.7,148.0,6.8,24.9,Pessoal,13.96,594.62,1386.01,0.12,23.21,20596.52
756,Chevrolet,Bolt EV,2021,Europa,Sedã,83.8,81.2,453.0,250.0,0.3,346,20.8,37393.0,54.3,111.4,2.3,13.4,Pessoal,7.06,882.6,1088.46,0.15,32.71,23214.29
757,Tesla,Model 3,2021,América do Norte,Crossover,43.6,84.9,256.0,50.0,0.9,123,16.5,31662.0,55.5,161.6,6.7,1.6,Pessoal,5.46,421.84,1144.63,0.15,21.37,13312.78
758,Hyundai,Ioniq 5,2018,Ásia,Hatchback,87.5,83.0,488.0,250.0,0.4,783,17.7,58612.0,68.3,150.7,3.6,14.0,Pessoal,11.07,960.06,2136.21,0.18,36.58,11290.78
759,Kia,Niro EV,2020,Ásia,Sedã,59.3,97.2,350.0,11.0,5.5,881,21.0,120288.0,72.4,175.6,8.5,22.4,Comercial,25.21,1270.54,495.22,0.18,36.99,12581.8
760,Toyota,Prius Prime,2022,América do Norte,SUV,55.0,82.3,335.0,7.4,8.0,145,16.8,3254.0,62.4,157.0,8.1,18.3,Pessoal,0.61,728.18,1416.1,0.15,16.97,17469.38
761,Nissan,Leaf,2023,Europa,Sedã,59.4,100.0,315.0,7.4,8.4,86,15.7,10543.0,57.6,142.2,10.8,13.7,Comercial,1.73,201.18,1374.1,0.15,10.36,25299.11
762,Tesla,Model X,2023,Ásia,SUV,64.9,96.1,443.0,250.0,0.3,76,20.1,4244.0,76.3,158.4,3.3,20.2,Frota,0.41,783.29,1452.22,0.18,44.99,28657.45
763,Toyota,bZ4X,2018,América do Norte,SUV,56.7,83.2,302.0,100.0,0.7,513,14.1,500.0,58.6,161.7,10.6,15.3,Frota,0.11,586.25,1434.28,0.12,14.27,8237.29
764,Kia,Niro EV,2023,Europa,SUV,48.2,89.6,260.0,100.0,0.5,170,16.9,25877.0,69.3,124.7,8.3,18.5,Frota,4.57,515.77,1277.31,0.18,27.34,17548.3
765,Toyota,bZ4X,2023,Ásia,Sedã,50.0,91.2,257.0,50.0,1.3,185,18.3,14774.0,73.0,204.0,3.6,-1.9,Pessoal,2.75,737.12,1363.35,0.18,16.4,20357.98
766,Kia,Niro EV,2023,América do Sul,Caminhonete,67.8,93.7,391.0,150.0,0.5,231,19.6,5326.0,46.0,131.0,11.6,25.7,Pessoal,1.05,1098.99,2274.31,0.18,22.92,27046.42
767,Kia,EV6,2021,Ásia,SUV,61.8,94.5,331.0,7.4,10.3,198,20.5,65727.0,67.1,185.9,6.7,24.1,Pessoal,12.91,626.93,1131.07,0.18,26.78,16813.28
768,Chevrolet,Bolt EUV,2021,Europa,SUV,75.5,88.5,412.0,150.0,0.5,536,20.9,34983.0,30.0,72.3,4.0,39.1,Frota,7.09,1009.23,1126.93,0.28,66.95,20534.12
769,Volkswagen,ID.4,2020,Ásia,Hatchback,66.0,79.4,356.0,7.4,9.1,760,17.1,38448.0,63.5,161.2,9.6,10.9,Frota,8.08,735.32,773.2,0.22,18.82,14254.0
770,Tesla,Model S,2018,Europa,SUV,66.5,92.1,358.0,150.0,0.6,1461,20.9,118769.0,73.7,169.5,4.3,13.0,Frota,24.07,772.84,870.02,0.12,22.8,8436.83
771,Toyota,bZ4X,2020,Ásia,SUV,76.9,85.1,429.0,150.0,0.5,285,19.5,45927.0,70.1,176.7,9.9,19.7,Pessoal,3.97,1127.55,1289.44,0.35,66.43,15516.71
772,Audi,e-tron,2020,Europa,SUV,93.4,64.7,493.0,7.4,12.7,10,20.2,27907.0,77.0,207.0,6.5,17.7,Frota,5.35,716.1,1347.59,0.12,27.49,16667.18
773,Tesla,Model 3,2021,América do Norte,Crossover,94.2,90.1,499.0,11.0,8.4,344,16.1,62385.0,70.3,152.7,6.1,33.8,Pessoal,11.71,1029.83,1154.92,0.15,24.84,24357.1
774,Volkswagen,ID.3,2022,Ásia,Caminhonete,91.8,81.1,554.0,11.0,10.8,641,20.0,27644.0,56.9,140.0,3.7,13.9,Pessoal,4.77,731.79,1460.98,0.28,94.78,29993.47
775,Tesla,Model 3,2021,Europa,Sedã,82.4,83.3,441.0,100.0,0.9,180,17.5,63660.0,41.9,98.8,4.4,16.5,Pessoal,12.37,967.88,1039.66,0.15,19.71,18365.32
776,BMW,iX,2018,Europa,Hatchback,106.7,87.0,607.0,150.0,0.8,994,18.1,69859.0,66.7,190.2,7.4,12.4,Pessoal,12.62,720.35,2194.1,0.12,39.21,14644.88
777,Audi,Q4 e-tron,2023,América do Sul,Sedã,73.8,74.6,373.0,150.0,0.5,10,18.5,23492.0,72.2,160.1,2.9,33.2,Pessoal,3.83,851.35,1261.07,0.12,22.7,24529.37
778,Volkswagen,ID.4,2023,América do Norte,Hatchback,71.5,88.1,377.0,150.0,0.5,254,24.3,15117.0,38.6,103.8,8.7,22.9,Pessoal,3.28,877.16,1469.55,0.35,72.49,25830.53
779,Chevrolet,Bolt EV,2023,Europa,Hatchback,109.9,84.5,537.0,150.0,0.8,10,15.3,23828.0,71.1,176.6,5.7,33.7,Pessoal,4.54,1002.71,1264.61,0.35,94.05,39243.44
780,Toyota,bZ4X,2023,América do Norte,Hatchback,24.0,80.0,154.0,150.0,0.3,10,21.6,23555.0,66.3,163.3,6.0,45.0,Comercial,4.36,943.94,959.09,0.15,7.76,8272.21
781,Ford,F-150 Lightning,2022,Ásia,SUV,60.7,87.4,376.0,50.0,1.2,279,22.3,50604.0,59.5,160.5,8.5,10.4,Frota,5.95,546.71,997.13,0.22,55.33,18740.33
782,Volkswagen,ID.4,2023,Ásia,SUV,90.0,73.5,522.0,22.0,4.8,141,20.5,15569.0,71.6,170.8,6.5,28.8,Comercial,3.8,1346.04,741.3,0.15,31.29,29543.27
783,Nissan,Ariya,2018,Europa,Sedã,84.6,87.6,556.0,150.0,0.7,1367,16.4,109136.0,60.9,154.1,10.1,15.4,Pessoal,13.54,807.85,511.05,0.22,45.56,10510.28
784,Toyota,Prius Prime,2021,Ásia,Crossover,116.3,90.8,684.0,50.0,2.6,569,23.1,39232.0,59.9,169.7,2.0,11.1,Comercial,7.68,1074.64,1579.92,0.22,92.32,34590.21
785,Volkswagen,ID.4,2020,Europa,Hatchback,67.1,89.4,363.0,11.0,7.5,10,17.0,30077.0,45.9,104.1,9.0,3.3,Frota,6.06,200.0,956.3,0.18,33.58,16504.87
786,BMW,i4,2020,Ásia,Caminhonete,56.4,93.3,321.0,150.0,0.4,492,20.1,126777.0,71.1,183.5,7.1,39.3,Pessoal,29.07,1041.02,1174.31,0.12,15.66,11374.13
787,Ford,Mustang Mach-E,2019,Europa,Crossover,58.4,96.3,361.0,11.0,4.9,434,18.4,43662.0,45.4,125.5,5.4,28.0,Pessoal,6.6,1029.59,1813.1,0.18,33.3,11844.84
788,BMW,i3,2022,Europa,SUV,71.4,86.3,361.0,100.0,0.8,88,16.9,45081.0,54.7,144.4,9.4,15.7,Pessoal,7.02,870.19,1667.57,0.12,16.7,22475.34
789,Ford,Mustang Mach-E,2023,América do Sul,Hatchback,97.4,95.8,479.0,22.0,4.6,162,19.6,21048.0,71.8,207.1,8.5,24.2,Pessoal,4.29,200.0,1259.98,0.18,35.03,43737.55
790,Nissan,Leaf,2022,América do Norte,Hatchback,97.7,86.3,557.0,7.4,15.7,405,23.6,33018.0,62.5,154.0,7.6,-0.1,Comercial,6.59,583.34,1115.73,0.22,48.52,31049.32
791,Toyota,Prius Prime,2019,América do Norte,Crossover,63.9,81.4,333.0,22.0,3.1,398,18.8,68542.0,90.6,244.7,6.4,17.1,Frota,15.84,492.88,1138.64,0.18,26.03,9834.18
792,Chevrolet,Bolt EUV,2023,Europa,Crossover,70.1,83.9,306.0,150.0,0.5,111,23.9,13791.0,73.9,209.2,5.2,10.4,Pessoal,2.93,1148.86,2081.0,0.28,38.09,27146.42
793,BMW,iX,2022,Oceania,Hatchback,52.8,89.1,258.0,150.0,0.4,231,17.5,19049.0,76.3,152.0,4.3,32.5,Comercial,3.24,438.99,1268.96,0.18,15.35,19779.78
794,BMW,i4,2021,Europa,SUV,54.9,95.7,293.0,22.0,2.8,267,18.2,47361.0,77.8,185.0,10.4,33.1,Frota,8.37,966.25,2396.76,0.35,42.12,16736.16
795,Kia,Niro EV,2022,América do Norte,Caminhonete,85.9,87.0,475.0,22.0,4.1,209,14.3,10310.0,61.4,160.5,9.1,26.9,Frota,2.02,713.11,679.75,0.35,56.61,31831.63
796,Ford,F-150 Lightning,2020,Europa,SUV,97.0,81.6,537.0,100.0,0.9,356,16.3,84908.0,57.0,158.2,8.4,27.5,Pessoal,11.39,1124.89,1218.78,0.18,35.07,19059.97
797,Hyundai,Kona Electric,2021,Europa,Caminhonete,51.1,98.6,332.0,250.0,0.3,424,17.3,39287.0,46.8,120.4,5.9,11.5,Frota,7.73,868.67,1666.31,0.18,26.2,18218.72
798,Toyota,Prius Prime,2023,América do Norte,Crossover,69.9,75.5,377.0,11.0,7.9,94,17.0,6983.0,43.2,126.1,12.1,25.2,Pessoal,1.39,606.35,1632.04,0.28,59.98,21697.52
799,Ford,F-150 Lightning,2020,Ásia,Sedã,60.1,81.7,339.0,7.4,8.4,647,15.1,17452.0,82.2,192.3,5.3,4.2,Pessoal,2.72,567.67,1452.64,0.12,13.3,13544.89
800,Kia,EV6,2021,Oceania,Hatchback,82.3,94.1,386.0,250.0,0.3,281,15.7,41702.0,55.7,118.6,6.1,2.9,Pessoal,7.24,667.49,955.87,0.18,22.4,25004.17
801,Tesla,Model 3,2023,Europa,Sedã,57.2,100.0,314.0,22.0,2.9,176,17.1,14191.0,78.4,214.7,11.5,16.9,Pessoal,1.71,200.0,674.79,0.12,13.09,24053.19
802,Ford,F-150 Lightning,2022,Europa,Sedã,26.5,90.8,150.0,7.4,3.5,185,21.6,21366.0,42.9,105.8,6.9,23.3,Comercial,4.44,1331.16,1128.48,0.35,12.55,9660.81
803,Chevrolet,Bolt EUV,2018,Europa,Sedã,85.1,89.0,410.0,22.0,4.6,1042,13.5,115120.0,62.3,140.1,11.3,24.0,Pessoal,22.17,1194.17,1617.3,0.15,18.12,10781.16
804,Toyota,Prius Prime,2019,América do Norte,Caminhonete,58.9,84.7,296.0,11.0,5.3,383,12.0,89518.0,84.0,253.1,7.9,5.4,Pessoal,12.6,820.41,1880.01,0.22,26.5,9480.53
805,Kia,EV6,2018,América do Sul,Crossover,61.0,91.4,350.0,7.4,8.8,1154,12.7,92839.0,69.0,188.0,5.7,2.5,Pessoal,13.76,1081.89,1244.34,0.15,16.9,8347.92
806,Tesla,Model 3,2022,Europa,Crossover,73.7,88.0,385.0,250.0,0.4,29,15.5,14567.0,69.4,187.1,6.5,13.5,Comercial,2.43,789.12,1160.75,0.28,38.39,25182.89
807,Audi,Q4 e-tron,2021,Europa,SUV,72.1,81.0,393.0,50.0,1.4,398,19.9,26500.0,56.2,167.4,5.2,9.2,Pessoal,5.45,930.89,1283.51,0.28,60.5,19529.02
808,Kia,EV6,2019,Ásia,Crossover,74.1,84.5,428.0,11.0,8.4,477,16.9,16809.0,51.5,122.8,8.7,24.1,Comercial,3.28,1096.07,1288.05,0.12,19.83,13994.3
809,Audi,e-tron,2023,Europa,Hatchback,32.4,80.1,211.0,250.0,0.3,130,16.9,13405.0,64.3,188.0,10.1,7.9,Pessoal,2.08,728.46,1674.65,0.12,13.35,10109.22
810,Toyota,Prius Prime,2021,Ásia,SUV,76.1,87.1,410.0,7.4,11.6,162,16.8,59019.0,48.1,126.3,8.2,37.4,Pessoal,9.57,1032.19,1052.65,0.18,30.22,20856.64
811,BMW,i3,2020,América do Norte,SUV,26.8,88.3,171.0,22.0,1.2,481,12.4,19631.0,63.4,147.3,7.7,21.6,Pessoal,3.56,260.99,1152.69,0.15,10.18,6526.44
812,Kia,EV6,2021,Ásia,SUV,80.4,100.0,363.0,250.0,0.4,178,20.6,30971.0,79.7,199.1,4.4,16.5,Pessoal,4.83,864.37,1384.8,0.12,23.61,24780.19
813,Nissan,Ariya,2022,América do Sul,Crossover,87.4,82.2,487.0,22.0,4.2,234,21.9,29118.0,46.0,117.6,9.7,6.5,Pessoal,4.79,795.68,947.11,0.35,103.2,26290.9
814,Audi,e-tron,2018,Ásia,Hatchback,37.6,85.6,201.0,11.0,3.4,667,17.0,117962.0,74.6,211.4,9.1,4.8,Pessoal,23.68,697.95,832.25,0.12,9.94,4383.09
815,Chevrolet,Bolt EV,2020,Oceania,Hatchback,71.6,97.1,375.0,11.0,8.1,621,18.3,10770.0,79.9,167.4,7.7,14.8,Frota,1.54,737.99,1761.43,0.35,71.69,18134.69
816,Nissan,Ariya,2023,América do Norte,SUV,86.1,100.0,502.0,250.0,0.4,137,18.4,33499.0,61.1,120.7,6.2,12.2,Comercial,5.89,727.42,1190.41,0.12,37.11,34543.71
817,Volkswagen,ID.4,2021,Europa,Hatchback,56.0,90.8,302.0,22.0,2.3,775,14.8,63815.0,65.5,148.3,7.1,0.7,Pessoal,11.07,1132.4,1556.26,0.22,27.22,15083.34
818,Volkswagen,ID.4,2022,Ásia,SUV,78.5,85.0,352.0,7.4,11.4,198,16.7,20016.0,57.8,143.3,4.7,31.7,Pessoal,3.58,782.53,1476.11,0.12,17.0,25149.42
819,Tesla,Model Y,2021,Europa,Sedã,24.0,83.2,113.0,250.0,0.3,373,23.4,18241.0,60.3,163.7,3.3,6.9,Frota,3.43,1646.39,649.86,0.22,17.38,6272.78
820,BMW,iX,2018,Europa,Hatchback,87.0,72.3,510.0,50.0,2.0,2073,18.0,104183.0,77.3,182.6,6.3,21.5,Pessoal,20.67,518.15,939.0,0.28,58.21,8385.68
821,Toyota,Prius Prime,2019,Europa,SUV,65.6,79.6,307.0,100.0,0.7,592,18.7,94665.0,75.9,199.2,4.8,22.4,Pessoal,19.27,966.41,1225.52,0.18,33.16,9483.03
822,Kia,EV6,2021,América do Norte,Caminhonete,59.8,87.8,351.0,11.0,5.4,590,15.9,20243.0,70.9,211.3,5.7,1.8,Comercial,3.43,1068.46,1103.77,0.15,18.8,17485.14
823,Hyundai,Kona Electric,2020,Europa,SUV,84.7,85.6,471.0,22.0,3.7,687,16.7,22863.0,74.1,147.5,5.8,14.2,Comercial,4.01,683.13,1297.92,0.12,23.25,19282.1
824,Chevrolet,Bolt EV,2018,América do Norte,Hatchback,99.6,92.0,539.0,7.4,14.8,1733,19.9,45328.0,68.0,167.2,6.8,3.9,Pessoal,8.64,435.94,1274.24,0.22,69.25,15652.47
825,Audi,Q4 e-tron,2023,Ásia,Sedã,74.7,85.4,408.0,11.0,7.6,37,15.5,15538.0,46.6,150.3,6.6,22.1,Pessoal,2.88,664.54,1514.24,0.12,11.22,29431.33
826,Toyota,bZ4X,2023,América do Norte,Hatchback,97.2,81.2,560.0,7.4,15.4,30,22.9,15643.0,81.0,185.2,2.0,18.6,Pessoal,3.08,403.68,1182.54,0.12,40.89,37405.63
827,Nissan,Ariya,2023,América do Norte,SUV,33.9,89.7,166.0,11.0,3.3,58,13.2,33036.0,51.6,116.4,7.9,17.2,Comercial,6.39,552.94,1227.78,0.22,12.44,13178.69
828,Volkswagen,ID.3,2023,Europa,SUV,78.3,100.0,432.0,22.0,3.9,144,16.1,500.0,63.5,168.7,7.3,9.8,Pessoal,0.08,916.14,625.04,0.12,18.92,35943.2
829,Chevrolet,Bolt EUV,2020,Europa,Crossover,62.4,84.5,308.0,7.4,9.0,265,13.6,37610.0,77.8,182.1,9.4,29.8,Pessoal,8.88,1577.01,959.55,0.15,14.69,15010.55
830,Hyundai,Kona Electric,2023,América do Sul,SUV,49.2,88.1,275.0,22.0,2.5,10,22.0,10590.0,44.0,124.2,6.5,14.2,Pessoal,1.91,1320.67,979.35,0.35,43.99,17929.29
831,Kia,EV6,2020,Europa,Caminhonete,26.4,93.8,154.0,7.4,3.9,286,17.9,76216.0,74.4,241.2,9.7,3.2,Pessoal,15.32,617.59,1022.38,0.35,19.48,6233.99
832,Tesla,Model S,2023,Europa,Crossover,77.2,82.4,431.0,11.0,8.4,157,17.1,19389.0,47.1,118.8,6.6,8.6,Frota,3.85,1083.7,1051.58,0.35,59.14,28821.65
833,Hyundai,Kona Electric,2023,Ásia,SUV,82.5,97.2,479.0,100.0,0.9,73,19.2,13337.0,73.9,245.4,7.9,-2.1,Comercial,2.51,690.91,1439.99,0.35,64.44,35104.77
834,Chevrolet,Bolt EV,2022,Europa,SUV,91.8,74.4,473.0,100.0,1.0,418,22.2,55181.0,83.0,196.2,4.7,11.5,Comercial,10.37,538.98,1908.83,0.28,81.0,25051.25
835,Hyundai,Kona Electric,2023,América do Norte,Hatchback,88.5,83.7,484.0,250.0,0.4,58,18.6,5699.0,53.9,132.0,9.8,8.9,Pessoal,1.18,775.19,660.07,0.18,34.68,32403.42
836,Chevrolet,Bolt EV,2022,Europa,Crossover,49.6,84.5,267.0,50.0,1.0,268,21.4,18401.0,52.0,115.0,10.2,24.9,Pessoal,3.2,200.0,1119.9,0.12,19.88,16017.89
837,Chevrolet,Bolt EUV,2020,América do Sul,Crossover,90.8,88.2,486.0,50.0,2.0,429,17.1,16150.0,66.1,156.3,11.7,23.7,Pessoal,3.28,295.79,853.58,0.22,37.06,22728.69
838,Ford,F-150 Lightning,2021,Europa,Sedã,92.9,71.2,474.0,250.0,0.4,437,15.1,41335.0,51.5,125.1,5.6,20.1,Pessoal,8.06,1073.92,664.64,0.15,19.92,21100.88
839,Audi,Q4 e-tron,2022,América do Norte,Caminhonete,59.8,97.8,316.0,250.0,0.3,305,18.7,24471.0,32.3,84.8,8.3,27.5,Frota,5.27,1209.18,988.86,0.12,16.95,20495.92
840,Volkswagen,ID.4,2018,América do Norte,SUV,65.6,90.3,324.0,150.0,0.5,1434,15.9,129312.0,64.6,137.4,3.4,6.2,Pessoal,21.35,200.0,778.97,0.28,27.71,7701.98
841,Ford,F-150 Lightning,2022,América do Norte,Crossover,46.3,96.0,215.0,22.0,2.7,358,20.1,60892.0,70.0,164.1,2.3,21.2,Pessoal,11.11,1237.2,1293.04,0.28,29.42,15490.56
842,Kia,Niro EV,2023,Europa,Crossover,94.6,99.9,487.0,7.4,12.4,105,16.8,27421.0,60.1,141.4,8.4,3.6,Pessoal,4.23,1147.59,1134.95,0.22,37.9,40983.24
843,Ford,F-150 Lightning,2020,Europa,SUV,34.8,81.1,202.0,50.0,0.5,696,17.7,19239.0,66.7,184.6,6.7,13.2,Comercial,4.1,695.41,1080.62,0.12,8.02,8078.5
844,BMW,i3,2023,América do Norte,SUV,75.7,67.0,425.0,11.0,7.8,183,12.0,15445.0,80.7,204.6,3.8,21.4,Pessoal,2.44,936.5,1323.14,0.35,33.48,22145.54
845,BMW,i4,2023,América do Sul,SUV,53.1,96.2,259.0,250.0,0.3,269,17.6,21453.0,59.6,151.1,7.4,12.7,Pessoal,4.08,1345.19,627.29,0.12,16.89,23219.6
846,Volkswagen,ID.3,2023,Ásia,SUV,42.8,84.7,227.0,100.0,0.5,122,17.3,20570.0,61.6,155.5,9.3,34.3,Pessoal,3.42,1167.79,794.87,0.12,13.43,15413.32
847,Hyundai,Ioniq 5,2023,Europa,Caminhonete,27.5,77.9,161.0,7.4,3.6,127,21.5,34287.0,64.7,127.9,7.2,14.5,Frota,7.35,948.23,1342.03,0.28,17.88,9363.75
848,Audi,Q4 e-tron,2021,Ásia,Sedã,60.7,91.6,320.0,150.0,0.5,662,20.6,39504.0,60.3,179.8,10.1,26.0,Pessoal,7.04,609.88,790.59,0.12,16.64,17381.89
849,Volkswagen,ID.3,2023,América do Norte,SUV,39.7,100.0,190.0,100.0,0.4,10,18.1,15651.0,60.3,134.0,5.3,15.4,Frota,3.12,676.96,400.0,0.35,39.04,16512.27
850,Chevrolet,Bolt EUV,2022,Europa,Sedã,66.1,86.1,438.0,250.0,0.3,239,13.1,67347.0,90.6,250.7,9.7,19.3,Comercial,9.93,1009.79,1840.95,0.12,17.11,22054.81
851,Nissan,Ariya,2019,Ásia,Crossover,100.4,94.6,544.0,7.4,17.5,898,16.7,92497.0,66.9,162.7,6.0,14.3,Pessoal,14.9,962.55,1336.86,0.12,25.38,18565.57
852,Audi,Q4 e-tron,2021,Ásia,Hatchback,69.0,79.1,339.0,250.0,0.3,609,21.5,30073.0,60.5,140.2,10.1,19.8,Comercial,5.96,1148.57,1606.44,0.12,22.34,15928.54
853,Audi,Q4 e-tron,2022,Ásia,Sedã,104.9,73.5,586.0,50.0,2.6,10,17.4,13753.0,85.8,241.4,3.8,35.3,Pessoal,3.01,366.55,909.87,0.35,93.92,31033.77
854,Chevrolet,Bolt EUV,2020,América do Norte,SUV,45.4,94.3,248.0,50.0,1.0,176,14.8,66969.0,81.3,174.1,7.6,33.4,Frota,13.11,933.49,646.99,0.35,32.05,10766.32
855,Chevrolet,Bolt EV,2022,América do Sul,Crossover,39.4,91.4,186.0,22.0,2.0,10,21.5,47777.0,74.4,161.2,7.6,13.1,Pessoal,12.02,1015.79,1315.1,0.22,18.46,13457.08
856,Tesla,Model 3,2022,América do Norte,Caminhonete,44.5,83.3,247.0,150.0,0.3,383,13.1,47563.0,55.9,142.4,8.2,15.7,Pessoal,9.69,727.34,759.33,0.28,13.64,13642.68
857,Volkswagen,ID.4,2019,América do Sul,SUV,63.7,100.0,382.0,7.4,8.9,734,17.7,38660.0,106.0,271.0,6.1,18.5,Pessoal,6.98,1514.6,1607.71,0.18,30.3,13228.18
858,Chevrolet,Bolt EV,2022,Oceania,SUV,119.5,72.9,643.0,150.0,0.9,455,19.7,31721.0,41.5,114.0,8.1,24.4,Pessoal,5.4,540.61,1295.41,0.22,43.9,33795.52
859,BMW,i4,2022,América do Norte,SUV,31.8,77.2,142.0,11.0,3.1,270,18.4,22486.0,38.3,104.0,6.5,36.5,Frota,5.27,783.14,1278.04,0.35,20.63,8976.77
860,Kia,EV6,2021,Ásia,SUV,77.4,82.7,439.0,150.0,0.7,848,14.3,41302.0,70.7,175.3,5.7,30.9,Pessoal,8.43,1019.28,1282.41,0.12,16.36,19272.36
861,Nissan,Leaf,2018,América do Norte,Hatchback,51.0,84.1,296.0,250.0,0.3,422,15.2,135279.0,59.6,150.9,10.5,15.3,Comercial,22.26,1059.05,2013.5,0.18,17.31,5537.26
862,Volkswagen,ID.3,2018,Europa,Crossover,60.5,98.7,315.0,250.0,0.3,653,15.9,87504.0,30.0,73.7,7.2,22.0,Pessoal,14.02,726.39,1461.96,0.15,20.38,8407.14
863,Toyota,Prius Prime,2021,Europa,Sedã,39.8,87.4,207.0,50.0,0.7,482,20.4,61312.0,62.9,184.0,3.2,20.3,Frota,9.82,725.84,1118.97,0.18,18.19,10699.26
864,BMW,iX,2023,Europa,Caminhonete,82.6,85.5,548.0,22.0,4.8,85,18.5,20687.0,66.2,146.0,5.3,11.9,Pessoal,4.04,1009.61,1254.68,0.22,61.04,33642.45
865,Hyundai,Kona Electric,2020,América do Sul,Sedã,64.1,76.8,331.0,250.0,0.3,644,16.8,39634.0,62.5,156.8,10.6,28.1,Pessoal,5.33,939.29,852.04,0.28,24.94,12333.49
866,Chevrolet,Bolt EV,2022,Ásia,Hatchback,86.7,95.7,428.0,50.0,1.7,251,19.2,50482.0,69.5,189.8,4.7,-7.1,Pessoal,8.31,827.63,990.32,0.22,52.04,31570.14
